eid,cycle,firmware
80780,2013-2014,2.5.0
80781,2013-2014,2.5.0
80782,2013-2014,2.5.0
80783,2013-2014,2.5.0
80784,2013-2014,2.5.0
80786,2013-2014,2.5.0
80787,2013-2014,2.4.0
80788,2013-2014,2.5.0
80789,2013-2014,2.3.0
80791,2013-2014,2.5.0
80792,2013-2014,2.5.0
80793,2013-2014,2.5.0
80794,2013-2014,2.5.0
80795,2013-2014,2.3.0
80797,2013-2014,2.5.0
80798,2013-2014,2.5.0
80800,2013-2014,2.5.0
80801,2013-2014,2.5.0
80803,2013-2014,2.3.0
80804,2013-2014,2.5.0
80805,2013-2014,2.5.0
80806,2013-2014,2.5.0
80807,2013-2014,2.5.0
80809,2013-2014,2.5.0
80811,2013-2014,2.5.0
80812,2013-2014,2.5.0
80814,2013-2014,2.5.0
80815,2013-2014,2.5.0
80816,2013-2014,2.5.0
80817,2013-2014,2.5.0
80818,2013-2014,2.5.0
80819,2013-2014,2.5.0
80820,2013-2014,2.5.0
80821,2013-2014,2.5.0
80822,2013-2014,2.5.0
80823,2013-2014,2.5.0
80824,2013-2014,2.5.0
80825,2013-2014,2.5.0
80826,2013-2014,2.3.0
80827,2013-2014,2.5.0
80828,2013-2014,2.5.0
80829,2013-2014,2.5.0
80830,2013-2014,2.5.0
80831,2013-2014,2.3.0
80833,2013-2014,2.5.0
80834,2013-2014,2.5.0
80836,2013-2014,2.5.0
80837,2013-2014,2.5.0
80838,2013-2014,2.5.0
80840,2013-2014,2.5.0
80841,2013-2014,2.5.0
80842,2013-2014,2.5.0
80843,2013-2014,2.5.0
80845,2013-2014,2.5.0
80846,2013-2014,2.5.0
80847,2013-2014,2.5.0
80849,2013-2014,2.5.0
80850,2013-2014,2.5.0
80851,2013-2014,2.5.0
80852,2013-2014,2.5.0
80853,2013-2014,2.5.0
80854,2013-2014,2.5.0
80855,2013-2014,2.5.0
80856,2013-2014,2.5.0
80857,2013-2014,2.3.0
80858,2013-2014,2.4.0
80859,2013-2014,2.5.0
80860,2013-2014,2.5.0
80862,2013-2014,2.5.0
80863,2013-2014,2.3.0
80864,2013-2014,2.5.0
80867,2013-2014,2.5.0
80868,2013-2014,2.5.0
80869,2013-2014,2.5.0
80870,2013-2014,2.3.0
80871,2013-2014,2.5.0
80876,2013-2014,2.5.0
80877,2013-2014,2.3.0
80878,2013-2014,2.5.0
80879,2013-2014,2.5.0
80880,2013-2014,2.5.0
80881,2013-2014,2.5.0
80884,2013-2014,2.5.0
80885,2013-2014,2.5.0
80886,2013-2014,2.5.0
80888,2013-2014,2.5.0
80889,2013-2014,2.5.0
80890,2013-2014,2.2.0
80892,2013-2014,2.5.0
80893,2013-2014,2.5.0
80894,2013-2014,2.5.0
80895,2013-2014,2.5.0
80896,2013-2014,2.5.0
80898,2013-2014,2.3.0
80899,2013-2014,2.5.0
80900,2013-2014,2.5.0
80901,2013-2014,2.5.0
80902,2013-2014,2.5.0
80903,2013-2014,2.5.0
80904,2013-2014,2.5.0
80905,2013-2014,2.5.0
80907,2013-2014,2.5.0
80908,2013-2014,2.5.0
80909,2013-2014,2.5.0
80910,2013-2014,2.5.0
80911,2013-2014,2.5.0
80912,2013-2014,2.5.0
80915,2013-2014,2.5.0
80916,2013-2014,2.5.0
80917,2013-2014,2.4.0
80918,2013-2014,2.5.0
80920,2013-2014,2.5.0
80921,2013-2014,2.5.0
80922,2013-2014,2.5.0
80923,2013-2014,2.3.0
80925,2013-2014,2.5.0
80927,2013-2014,2.3.0
80928,2013-2014,2.5.0
80929,2013-2014,2.5.0
80931,2013-2014,2.5.0
80934,2013-2014,2.5.0
80936,2013-2014,2.5.0
80937,2013-2014,2.5.0
80938,2013-2014,2.5.0
80939,2013-2014,2.5.0
80940,2013-2014,2.3.0
80941,2013-2014,2.5.0
80942,2013-2014,2.5.0
80943,2013-2014,2.5.0
80944,2013-2014,2.5.0
80946,2013-2014,2.5.0
80947,2013-2014,2.5.0
80948,2013-2014,2.5.0
80949,2013-2014,2.5.0
80951,2013-2014,2.5.0
80953,2013-2014,2.5.0
80954,2013-2014,2.3.0
80955,2013-2014,2.5.0
80956,2013-2014,2.5.0
80957,2013-2014,2.5.0
80958,2013-2014,2.5.0
80960,2013-2014,2.5.0
80961,2013-2014,2.5.0
80962,2013-2014,2.5.0
80963,2013-2014,2.5.0
80964,2013-2014,2.5.0
80965,2013-2014,2.5.0
80966,2013-2014,2.5.0
80970,2013-2014,2.5.0
80972,2013-2014,2.5.0
80973,2013-2014,2.5.0
80974,2013-2014,2.5.0
80975,2013-2014,2.5.0
80976,2013-2014,2.5.0
80979,2013-2014,2.5.0
80980,2013-2014,2.5.0
80981,2013-2014,2.5.0
80982,2013-2014,2.5.0
80983,2013-2014,2.5.0
80984,2013-2014,2.5.0
80985,2013-2014,2.5.0
80987,2013-2014,2.5.0
80988,2013-2014,2.5.0
80990,2013-2014,2.5.0
80991,2013-2014,2.5.0
80992,2013-2014,2.5.0
80993,2013-2014,2.5.0
80996,2013-2014,2.5.0
80997,2013-2014,2.5.0
80999,2013-2014,2.5.0
81001,2013-2014,2.5.0
81002,2013-2014,2.5.0
81003,2013-2014,2.5.0
81004,2013-2014,2.5.0
81006,2013-2014,2.5.0
81009,2013-2014,2.5.0
81010,2013-2014,2.5.0
81011,2013-2014,2.5.0
81012,2013-2014,2.5.0
81013,2013-2014,2.5.0
81014,2013-2014,2.5.0
81015,2013-2014,2.5.0
81016,2013-2014,2.5.0
81017,2013-2014,2.5.0
81018,2013-2014,2.5.0
81020,2013-2014,2.5.0
81022,2013-2014,2.3.0
81023,2013-2014,2.5.0
81024,2013-2014,2.5.0
81025,2013-2014,2.5.0
81026,2013-2014,2.5.0
81028,2013-2014,2.5.0
81030,2013-2014,2.5.0
81031,2013-2014,2.5.0
81032,2013-2014,2.5.0
81033,2013-2014,2.5.0
81034,2013-2014,2.5.0
81035,2013-2014,2.4.0
81037,2013-2014,2.5.0
81038,2013-2014,2.5.0
81040,2013-2014,2.5.0
81041,2013-2014,2.5.0
81042,2013-2014,2.5.0
81043,2013-2014,2.5.0
81044,2013-2014,2.5.0
81047,2013-2014,2.5.0
81049,2013-2014,2.5.0
81050,2013-2014,2.5.0
81051,2013-2014,2.5.0
81054,2013-2014,2.5.0
81055,2013-2014,2.3.0
81056,2013-2014,2.5.0
81058,2013-2014,2.5.0
81059,2013-2014,2.5.0
81060,2013-2014,2.5.0
81061,2013-2014,2.3.0
81063,2013-2014,2.5.0
81064,2013-2014,2.5.0
81067,2013-2014,2.5.0
81068,2013-2014,2.5.0
81069,2013-2014,2.5.0
81070,2013-2014,2.5.0
81072,2013-2014,2.5.0
81073,2013-2014,2.5.0
81074,2013-2014,2.5.0
81076,2013-2014,2.5.0
81078,2013-2014,2.5.0
81079,2013-2014,2.3.0
81080,2013-2014,2.5.0
81082,2013-2014,2.5.0
81084,2013-2014,2.5.0
81085,2013-2014,2.5.0
81087,2013-2014,2.5.0
81088,2013-2014,2.5.0
81089,2013-2014,2.5.0
81090,2013-2014,2.5.0
81091,2013-2014,2.5.0
81092,2013-2014,2.5.0
81093,2013-2014,2.5.0
81094,2013-2014,2.5.0
81095,2013-2014,2.5.0
81096,2013-2014,2.5.0
81097,2013-2014,2.5.0
81098,2013-2014,2.5.0
81099,2013-2014,2.5.0
81100,2013-2014,2.5.0
81101,2013-2014,2.5.0
81102,2013-2014,2.5.0
81103,2013-2014,2.5.0
81104,2013-2014,2.5.0
81105,2013-2014,2.5.0
81106,2013-2014,2.5.0
81107,2013-2014,2.3.0
81108,2013-2014,2.5.0
81109,2013-2014,2.5.0
81110,2013-2014,2.5.0
81111,2013-2014,2.5.0
81112,2013-2014,2.5.0
81114,2013-2014,2.5.0
81115,2013-2014,2.5.0
81116,2013-2014,2.5.0
81117,2013-2014,2.5.0
81118,2013-2014,2.3.0
81119,2013-2014,2.5.0
81120,2013-2014,2.5.0
81122,2013-2014,2.5.0
81123,2013-2014,2.5.0
81124,2013-2014,2.5.0
81125,2013-2014,2.5.0
81126,2013-2014,2.5.0
81127,2013-2014,2.5.0
81128,2013-2014,2.5.0
81129,2013-2014,2.5.0
81130,2013-2014,2.5.0
81131,2013-2014,2.5.0
81132,2013-2014,2.3.0
81133,2013-2014,2.5.0
81134,2013-2014,2.5.0
81135,2013-2014,2.5.0
81136,2013-2014,2.5.0
81138,2013-2014,2.5.0
81139,2013-2014,2.5.0
81140,2013-2014,2.5.0
81141,2013-2014,2.5.0
81142,2013-2014,2.3.0
81144,2013-2014,2.5.0
81145,2013-2014,2.5.0
81146,2013-2014,2.5.0
81147,2013-2014,2.5.0
81148,2013-2014,2.5.0
81149,2013-2014,2.5.0
81150,2013-2014,2.5.0
81151,2013-2014,2.5.0
81152,2013-2014,2.5.0
81153,2013-2014,2.5.0
81155,2013-2014,2.5.0
81156,2013-2014,2.5.0
81157,2013-2014,2.5.0
81158,2013-2014,2.5.0
81159,2013-2014,2.5.0
81160,2013-2014,2.5.0
81161,2013-2014,2.5.0
81162,2013-2014,2.5.0
81163,2013-2014,2.5.0
81164,2013-2014,2.5.0
81165,2013-2014,2.5.0
81166,2013-2014,2.5.0
81167,2013-2014,2.5.0
81168,2013-2014,2.5.0
81169,2013-2014,2.5.0
81170,2013-2014,2.5.0
81171,2013-2014,2.5.0
81172,2013-2014,2.3.0
81173,2013-2014,2.5.0
81174,2013-2014,2.5.0
81176,2013-2014,2.5.0
81177,2013-2014,2.5.0
81178,2013-2014,2.5.0
81180,2013-2014,2.5.0
81181,2013-2014,2.3.0
81182,2013-2014,2.5.0
81183,2013-2014,2.5.0
81184,2013-2014,2.5.0
81186,2013-2014,2.5.0
81187,2013-2014,2.5.0
81188,2013-2014,2.5.0
81189,2013-2014,2.5.0
81190,2013-2014,2.5.0
81191,2013-2014,2.5.0
81194,2013-2014,2.5.0
81195,2013-2014,2.5.0
81196,2013-2014,2.5.0
81199,2013-2014,2.5.0
81200,2013-2014,2.3.0
81201,2013-2014,2.5.0
81203,2013-2014,2.5.0
81204,2013-2014,2.5.0
81206,2013-2014,2.5.0
81207,2013-2014,2.4.0
81209,2013-2014,2.5.0
81210,2013-2014,2.5.0
81211,2013-2014,2.5.0
81212,2013-2014,2.4.0
81213,2013-2014,2.5.0
81214,2013-2014,2.3.0
81216,2013-2014,2.4.0
81217,2013-2014,2.5.0
81218,2013-2014,2.5.0
81219,2013-2014,2.5.0
81221,2013-2014,2.5.0
81222,2013-2014,2.5.0
81223,2013-2014,2.5.0
81224,2013-2014,2.5.0
81225,2013-2014,2.5.0
81226,2013-2014,2.5.0
81227,2013-2014,2.5.0
81228,2013-2014,2.5.0
81229,2013-2014,2.5.0
81230,2013-2014,2.5.0
81231,2013-2014,2.5.0
81232,2013-2014,2.5.0
81233,2013-2014,2.5.0
81234,2013-2014,2.5.0
81235,2013-2014,2.5.0
81236,2013-2014,2.5.0
81237,2013-2014,2.5.0
81238,2013-2014,2.3.0
81239,2013-2014,2.5.0
81241,2013-2014,2.5.0
81242,2013-2014,2.5.0
81244,2013-2014,2.5.0
81246,2013-2014,2.5.0
81247,2013-2014,2.3.0
81248,2013-2014,2.5.0
81249,2013-2014,2.5.0
81250,2013-2014,2.5.0
81252,2013-2014,2.5.0
81253,2013-2014,2.3.0
81254,2013-2014,2.5.0
81256,2013-2014,2.3.0
81257,2013-2014,2.5.0
81259,2013-2014,2.5.0
81261,2013-2014,2.5.0
81262,2013-2014,2.5.0
81264,2013-2014,2.5.0
81265,2013-2014,2.5.0
81266,2013-2014,2.5.0
81267,2013-2014,2.5.0
81269,2013-2014,2.5.0
81270,2013-2014,2.5.0
81272,2013-2014,2.5.0
81273,2013-2014,2.5.0
81274,2013-2014,2.5.0
81275,2013-2014,2.5.0
81276,2013-2014,2.5.0
81279,2013-2014,2.5.0
81280,2013-2014,2.2.0
81281,2013-2014,2.5.0
81282,2013-2014,2.5.0
81283,2013-2014,2.5.0
81284,2013-2014,2.5.0
81286,2013-2014,2.5.0
81288,2013-2014,2.5.0
81289,2013-2014,2.5.0
81290,2013-2014,2.5.0
81295,2013-2014,2.5.0
81296,2013-2014,2.5.0
81297,2013-2014,2.5.0
81301,2013-2014,2.5.0
81302,2013-2014,2.5.0
81303,2013-2014,2.3.0
81304,2013-2014,2.5.0
81306,2013-2014,2.5.0
81307,2013-2014,2.3.0
81310,2013-2014,2.5.0
81311,2013-2014,2.5.0
81312,2013-2014,2.5.0
81313,2013-2014,2.5.0
81314,2013-2014,2.5.0
81315,2013-2014,2.5.0
81316,2013-2014,2.5.0
81317,2013-2014,2.5.0
81318,2013-2014,2.5.0
81319,2013-2014,2.5.0
81320,2013-2014,2.5.0
81321,2013-2014,2.5.0
81322,2013-2014,2.5.0
81323,2013-2014,2.5.0
81325,2013-2014,2.5.0
81326,2013-2014,2.5.0
81327,2013-2014,2.5.0
81328,2013-2014,2.5.0
81329,2013-2014,2.5.0
81330,2013-2014,2.5.0
81331,2013-2014,2.5.0
81332,2013-2014,2.5.0
81335,2013-2014,2.5.0
81336,2013-2014,2.5.0
81339,2013-2014,2.5.0
81340,2013-2014,2.5.0
81341,2013-2014,2.5.0
81342,2013-2014,2.5.0
81343,2013-2014,2.4.0
81344,2013-2014,2.5.0
81347,2013-2014,2.3.0
81348,2013-2014,2.5.0
81349,2013-2014,2.5.0
81350,2013-2014,2.5.0
81351,2013-2014,2.5.0
81352,2013-2014,2.5.0
81353,2013-2014,2.5.0
81354,2013-2014,2.5.0
81355,2013-2014,2.5.0
81356,2013-2014,2.5.0
81357,2013-2014,2.5.0
81358,2013-2014,2.5.0
81359,2013-2014,2.5.0
81361,2013-2014,2.5.0
81362,2013-2014,2.5.0
81364,2013-2014,2.3.0
81365,2013-2014,2.3.0
81366,2013-2014,2.5.0
81368,2013-2014,2.5.0
81369,2013-2014,2.5.0
81370,2013-2014,2.5.0
81372,2013-2014,2.5.0
81373,2013-2014,2.5.0
81374,2013-2014,2.5.0
81377,2013-2014,2.3.0
81378,2013-2014,2.5.0
81379,2013-2014,2.5.0
81380,2013-2014,2.5.0
81381,2013-2014,2.5.0
81382,2013-2014,2.5.0
81383,2013-2014,2.5.0
81384,2013-2014,2.5.0
81385,2013-2014,2.3.0
81386,2013-2014,2.5.0
81387,2013-2014,2.5.0
81389,2013-2014,2.5.0
81390,2013-2014,2.5.0
81392,2013-2014,2.5.0
81393,2013-2014,2.5.0
81394,2013-2014,2.5.0
81395,2013-2014,2.5.0
81401,2013-2014,2.5.0
81403,2013-2014,2.3.0
81405,2013-2014,2.5.0
81406,2013-2014,2.5.0
81407,2013-2014,2.5.0
81408,2013-2014,2.3.0
81409,2013-2014,2.5.0
81410,2013-2014,2.5.0
81411,2013-2014,2.5.0
81412,2013-2014,2.5.0
81413,2013-2014,2.5.0
81414,2013-2014,2.5.0
81415,2013-2014,2.5.0
81416,2013-2014,2.5.0
81418,2013-2014,2.5.0
81419,2013-2014,2.5.0
81421,2013-2014,2.5.0
81422,2013-2014,2.5.0
81423,2013-2014,2.5.0
81424,2013-2014,2.5.0
81426,2013-2014,2.5.0
81427,2013-2014,2.5.0
81428,2013-2014,2.5.0
81429,2013-2014,2.5.0
81430,2013-2014,2.5.0
81432,2013-2014,2.5.0
81433,2013-2014,2.3.0
81434,2013-2014,2.5.0
81435,2013-2014,2.3.0
81436,2013-2014,2.5.0
81437,2013-2014,2.5.0
81438,2013-2014,2.5.0
81441,2013-2014,2.5.0
81442,2013-2014,2.5.0
81444,2013-2014,2.5.0
81445,2013-2014,2.5.0
81446,2013-2014,2.5.0
81447,2013-2014,2.5.0
81448,2013-2014,2.5.0
81449,2013-2014,2.3.0
81451,2013-2014,2.5.0
81452,2013-2014,2.5.0
81453,2013-2014,2.5.0
81454,2013-2014,2.5.0
81456,2013-2014,2.5.0
81457,2013-2014,2.3.0
81460,2013-2014,2.5.0
81461,2013-2014,2.5.0
81462,2013-2014,2.5.0
81463,2013-2014,2.5.0
81464,2013-2014,2.5.0
81465,2013-2014,2.5.0
81467,2013-2014,2.5.0
81468,2013-2014,2.5.0
81470,2013-2014,2.5.0
81471,2013-2014,2.5.0
81472,2013-2014,2.5.0
81474,2013-2014,2.5.0
81475,2013-2014,2.5.0
81477,2013-2014,2.5.0
81478,2013-2014,2.5.0
81479,2013-2014,2.5.0
81480,2013-2014,2.5.0
81481,2013-2014,2.3.0
81482,2013-2014,2.5.0
81483,2013-2014,2.5.0
81484,2013-2014,2.5.0
81485,2013-2014,2.5.0
81486,2013-2014,2.5.0
81487,2013-2014,2.5.0
81489,2013-2014,2.5.0
81490,2013-2014,2.3.0
81491,2013-2014,2.5.0
81492,2013-2014,2.5.0
81493,2013-2014,2.5.0
81494,2013-2014,2.3.0
81495,2013-2014,2.5.0
81496,2013-2014,2.5.0
81497,2013-2014,2.5.0
81498,2013-2014,2.5.0
81499,2013-2014,2.3.0
81501,2013-2014,2.5.0
81502,2013-2014,2.5.0
81503,2013-2014,2.5.0
81504,2013-2014,2.5.0
81505,2013-2014,2.5.0
81506,2013-2014,2.5.0
81508,2013-2014,2.5.0
81509,2013-2014,2.3.0
81510,2013-2014,2.5.0
81512,2013-2014,2.5.0
81514,2013-2014,2.5.0
81517,2013-2014,2.5.0
81518,2013-2014,2.5.0
81521,2013-2014,2.5.0
81522,2013-2014,2.5.0
81523,2013-2014,2.5.0
81524,2013-2014,2.5.0
81525,2013-2014,2.5.0
81526,2013-2014,2.3.0
81527,2013-2014,2.5.0
81528,2013-2014,2.5.0
81530,2013-2014,2.5.0
81532,2013-2014,2.5.0
81534,2013-2014,2.5.0
81535,2013-2014,2.5.0
81536,2013-2014,2.5.0
81537,2013-2014,2.5.0
81538,2013-2014,2.5.0
81539,2013-2014,2.5.0
81540,2013-2014,2.5.0
81541,2013-2014,2.5.0
81543,2013-2014,2.5.0
81545,2013-2014,2.5.0
81546,2013-2014,2.5.0
81547,2013-2014,2.5.0
81548,2013-2014,2.5.0
81549,2013-2014,2.5.0
81551,2013-2014,2.5.0
81552,2013-2014,2.5.0
81553,2013-2014,2.5.0
81554,2013-2014,2.5.0
81555,2013-2014,2.5.0
81556,2013-2014,2.5.0
81557,2013-2014,2.5.0
81558,2013-2014,2.5.0
81559,2013-2014,2.5.0
81561,2013-2014,2.5.0
81563,2013-2014,2.5.0
81564,2013-2014,2.3.0
81565,2013-2014,2.5.0
81566,2013-2014,2.5.0
81567,2013-2014,2.5.0
81568,2013-2014,2.5.0
81570,2013-2014,2.5.0
81571,2013-2014,2.3.0
81572,2013-2014,2.5.0
81574,2013-2014,2.5.0
81575,2013-2014,2.5.0
81576,2013-2014,2.5.0
81577,2013-2014,2.5.0
81578,2013-2014,2.5.0
81579,2013-2014,2.5.0
81580,2013-2014,2.5.0
81581,2013-2014,2.3.0
81582,2013-2014,2.5.0
81583,2013-2014,2.5.0
81584,2013-2014,2.5.0
81585,2013-2014,2.5.0
81586,2013-2014,2.5.0
81587,2013-2014,2.5.0
81588,2013-2014,2.5.0
81589,2013-2014,2.5.0
81590,2013-2014,2.5.0
81591,2013-2014,2.5.0
81593,2013-2014,2.5.0
81594,2013-2014,2.5.0
81595,2013-2014,2.5.0
81596,2013-2014,2.3.0
81598,2013-2014,2.5.0
81599,2013-2014,2.5.0
81600,2013-2014,2.5.0
81601,2013-2014,2.5.0
81602,2013-2014,2.5.0
81603,2013-2014,2.5.0
81604,2013-2014,2.3.0
81605,2013-2014,2.5.0
81606,2013-2014,2.5.0
81607,2013-2014,2.5.0
81608,2013-2014,2.5.0
81609,2013-2014,2.5.0
81610,2013-2014,2.5.0
81612,2013-2014,2.5.0
81613,2013-2014,2.5.0
81614,2013-2014,2.5.0
81615,2013-2014,2.5.0
81616,2013-2014,2.5.0
81618,2013-2014,2.5.0
81619,2013-2014,2.5.0
81620,2013-2014,2.5.0
81621,2013-2014,2.5.0
81623,2013-2014,2.5.0
81624,2013-2014,2.5.0
81627,2013-2014,2.5.0
81629,2013-2014,2.5.0
81630,2013-2014,2.5.0
81632,2013-2014,2.5.0
81633,2013-2014,2.5.0
81634,2013-2014,2.5.0
81635,2013-2014,2.5.0
81636,2013-2014,2.5.0
81637,2013-2014,2.5.0
81638,2013-2014,2.5.0
81639,2013-2014,2.5.0
81640,2013-2014,2.5.0
81643,2013-2014,2.5.0
81644,2013-2014,2.5.0
81645,2013-2014,2.5.0
81647,2013-2014,2.2.0
81648,2013-2014,2.5.0
81649,2013-2014,2.5.0
81650,2013-2014,2.5.0
81653,2013-2014,2.5.0
81654,2013-2014,2.5.0
81659,2013-2014,2.5.0
81660,2013-2014,2.5.0
81661,2013-2014,2.5.0
81662,2013-2014,2.5.0
81663,2013-2014,2.5.0
81664,2013-2014,2.5.0
81665,2013-2014,2.3.0
81666,2013-2014,2.5.0
81667,2013-2014,2.5.0
81669,2013-2014,2.5.0
81672,2013-2014,2.5.0
81674,2013-2014,2.5.0
81675,2013-2014,2.5.0
81676,2013-2014,2.5.0
81677,2013-2014,2.5.0
81678,2013-2014,2.5.0
81679,2013-2014,2.5.0
81680,2013-2014,2.5.0
81681,2013-2014,2.5.0
81682,2013-2014,2.5.0
81683,2013-2014,2.5.0
81685,2013-2014,2.5.0
81686,2013-2014,2.5.0
81688,2013-2014,2.5.0
81689,2013-2014,2.5.0
81691,2013-2014,2.5.0
81692,2013-2014,2.5.0
81694,2013-2014,2.5.0
81695,2013-2014,2.5.0
81696,2013-2014,2.5.0
81697,2013-2014,2.3.0
81698,2013-2014,2.5.0
81699,2013-2014,2.5.0
81700,2013-2014,2.5.0
81701,2013-2014,2.5.0
81702,2013-2014,2.5.0
81703,2013-2014,2.5.0
81704,2013-2014,2.5.0
81705,2013-2014,2.3.0
81706,2013-2014,2.5.0
81707,2013-2014,2.5.0
81708,2013-2014,2.5.0
81710,2013-2014,2.5.0
81711,2013-2014,2.5.0
81712,2013-2014,2.3.0
81713,2013-2014,2.5.0
81714,2013-2014,2.5.0
81715,2013-2014,2.5.0
81716,2013-2014,2.5.0
81717,2013-2014,2.5.0
81719,2013-2014,2.5.0
81720,2013-2014,2.5.0
81721,2013-2014,2.5.0
81722,2013-2014,2.5.0
81724,2013-2014,2.5.0
81725,2013-2014,2.5.0
81726,2013-2014,2.5.0
81727,2013-2014,2.5.0
81728,2013-2014,2.5.0
81730,2013-2014,2.5.0
81732,2013-2014,2.5.0
81733,2013-2014,2.5.0
81734,2013-2014,2.5.0
81735,2013-2014,2.3.0
81736,2013-2014,2.5.0
81737,2013-2014,2.5.0
81738,2013-2014,2.5.0
81740,2013-2014,2.3.0
81741,2013-2014,2.5.0
81742,2013-2014,2.3.0
81743,2013-2014,2.5.0
81745,2013-2014,2.3.0
81746,2013-2014,2.5.0
81748,2013-2014,2.5.0
81750,2013-2014,2.5.0
81752,2013-2014,2.5.0
81753,2013-2014,2.5.0
81754,2013-2014,2.5.0
81755,2013-2014,2.5.0
81757,2013-2014,2.5.0
81759,2013-2014,2.5.0
81762,2013-2014,2.3.0
81763,2013-2014,2.5.0
81765,2013-2014,2.5.0
81766,2013-2014,2.5.0
81770,2013-2014,2.5.0
81771,2013-2014,2.5.0
81772,2013-2014,2.5.0
81773,2013-2014,2.5.0
81775,2013-2014,2.5.0
81776,2013-2014,2.5.0
81777,2013-2014,2.5.0
81779,2013-2014,2.5.0
81780,2013-2014,2.5.0
81782,2013-2014,2.5.0
81783,2013-2014,2.3.0
81784,2013-2014,2.5.0
81785,2013-2014,2.5.0
81789,2013-2014,2.5.0
81790,2013-2014,2.5.0
81793,2013-2014,2.5.0
81794,2013-2014,2.5.0
81795,2013-2014,2.5.0
81797,2013-2014,2.5.0
81798,2013-2014,2.3.0
81799,2013-2014,2.5.0
81800,2013-2014,2.5.0
81801,2013-2014,2.5.0
81802,2013-2014,2.5.0
81803,2013-2014,2.5.0
81804,2013-2014,2.5.0
81805,2013-2014,2.5.0
81806,2013-2014,2.5.0
81808,2013-2014,2.5.0
81809,2013-2014,2.5.0
81810,2013-2014,2.5.0
81812,2013-2014,2.5.0
81813,2013-2014,2.5.0
81815,2013-2014,2.5.0
81816,2013-2014,2.5.0
81817,2013-2014,2.5.0
81818,2013-2014,2.5.0
81819,2013-2014,2.5.0
81822,2013-2014,2.5.0
81823,2013-2014,2.5.0
81824,2013-2014,2.5.0
81825,2013-2014,2.5.0
81826,2013-2014,2.5.0
81827,2013-2014,2.5.0
81828,2013-2014,2.5.0
81829,2013-2014,2.5.0
81830,2013-2014,2.5.0
81831,2013-2014,2.5.0
81833,2013-2014,2.5.0
81834,2013-2014,2.5.0
81835,2013-2014,2.5.0
81836,2013-2014,2.5.0
81837,2013-2014,2.5.0
81838,2013-2014,2.5.0
81839,2013-2014,2.5.0
81840,2013-2014,2.5.0
81841,2013-2014,2.5.0
81843,2013-2014,2.5.0
81844,2013-2014,2.3.0
81845,2013-2014,2.5.0
81846,2013-2014,2.5.0
81847,2013-2014,2.5.0
81849,2013-2014,2.3.0
81850,2013-2014,2.3.0
81851,2013-2014,2.5.0
81853,2013-2014,2.5.0
81854,2013-2014,2.5.0
81855,2013-2014,2.5.0
81856,2013-2014,2.5.0
81857,2013-2014,2.5.0
81858,2013-2014,2.5.0
81860,2013-2014,2.3.0
81863,2013-2014,2.5.0
81864,2013-2014,2.3.0
81865,2013-2014,2.5.0
81866,2013-2014,2.5.0
81867,2013-2014,2.5.0
81869,2013-2014,2.5.0
81871,2013-2014,2.5.0
81872,2013-2014,2.3.0
81875,2013-2014,2.5.0
81877,2013-2014,2.5.0
81878,2013-2014,2.5.0
81879,2013-2014,2.5.0
81880,2013-2014,2.5.0
81881,2013-2014,2.5.0
81882,2013-2014,2.5.0
81883,2013-2014,2.5.0
81884,2013-2014,2.5.0
81885,2013-2014,2.5.0
81886,2013-2014,2.5.0
81889,2013-2014,2.5.0
81890,2013-2014,2.5.0
81892,2013-2014,2.3.0
81893,2013-2014,2.5.0
81894,2013-2014,2.5.0
81895,2013-2014,2.5.0
81896,2013-2014,2.5.0
81897,2013-2014,2.5.0
81899,2013-2014,2.5.0
81900,2013-2014,2.5.0
81903,2013-2014,2.5.0
81905,2013-2014,2.5.0
81906,2013-2014,2.5.0
81909,2013-2014,2.5.0
81910,2013-2014,2.3.0
81911,2013-2014,2.5.0
81912,2013-2014,2.5.0
81913,2013-2014,2.5.0
81914,2013-2014,2.5.0
81915,2013-2014,2.5.0
81917,2013-2014,2.5.0
81919,2013-2014,2.5.0
81920,2013-2014,2.5.0
81921,2013-2014,2.5.0
81922,2013-2014,2.5.0
81923,2013-2014,2.5.0
81924,2013-2014,2.5.0
81925,2013-2014,2.5.0
81926,2013-2014,2.5.0
81927,2013-2014,2.5.0
81929,2013-2014,2.5.0
81930,2013-2014,2.5.0
81931,2013-2014,2.5.0
81933,2013-2014,2.5.0
81934,2013-2014,2.5.0
81935,2013-2014,2.5.0
81939,2013-2014,2.3.0
81940,2013-2014,2.5.0
81941,2013-2014,2.3.0
81942,2013-2014,2.5.0
81943,2013-2014,2.5.0
81944,2013-2014,2.5.0
81945,2013-2014,2.5.0
81948,2013-2014,2.5.0
81949,2013-2014,2.3.0
81950,2013-2014,2.5.0
81951,2013-2014,2.5.0
81952,2013-2014,2.5.0
81953,2013-2014,2.5.0
81954,2013-2014,2.3.0
81955,2013-2014,2.5.0
81956,2013-2014,2.5.0
81957,2013-2014,2.5.0
81959,2013-2014,2.5.0
81960,2013-2014,2.5.0
81961,2013-2014,2.5.0
81962,2013-2014,2.5.0
81965,2013-2014,2.5.0
81966,2013-2014,2.5.0
81967,2013-2014,2.5.0
81968,2013-2014,2.5.0
81969,2013-2014,2.5.0
81970,2013-2014,2.5.0
81971,2013-2014,2.5.0
81974,2013-2014,2.5.0
81975,2013-2014,2.5.0
81976,2013-2014,2.5.0
